name	sample_len	model_contig_len	score	pvalue
v_phage-rhodococcus-p19sample0	500	150	0.4366360604763031	0.26089233229355524
v_phage-rhodococcus-p19sample0	500	300	0.9465439319610596	0.015934301303151915
v_phage-rhodococcus-p19sample0	500	500	0.9989336729049683	0.002314248621799093
v_phage-rhodococcus-p19sample0	500	1000	0.9978700280189514	0.004702016768638115
v_phage-rhodococcus-p19sample1	500	150	0.8172674179077148	0.04455749372191754
v_phage-rhodococcus-p19sample1	500	300	0.9949978590011597	0.00336497271948415
v_phage-rhodococcus-p19sample1	500	500	0.9999980926513672	8.466763250484487e-05
v_phage-rhodococcus-p19sample1	500	1000	1.0	0.0
v_phage-rhodococcus-p19sample2	500	150	0.7595877647399902	0.06318904066395649
v_phage-rhodococcus-p19sample2	500	300	0.9869102239608765	0.006408666636605492
v_phage-rhodococcus-p19sample2	500	500	0.9990211129188538	0.0022389885040170086
v_phage-rhodococcus-p19sample2	500	1000	1.0	0.0
v_phage-rhodococcus-p19sample3	500	150	0.9290743470191956	0.01464510534791275
v_phage-rhodococcus-p19sample3	500	300	0.9987624883651733	0.0014711187266086487
v_phage-rhodococcus-p19sample3	500	500	0.9999980926513672	8.466763250484487e-05
v_phage-rhodococcus-p19sample3	500	1000	1.0	0.0
v_phage-rhodococcus-p19sample4	500	150	0.9632768630981445	0.00728313870339298
v_phage-rhodococcus-p19sample4	500	300	0.9999222159385681	0.00034946115344726517
v_phage-rhodococcus-p19sample4	500	500	0.9999708533287048	0.0002069653239007319
v_phage-rhodococcus-p19sample4	500	1000	0.98991858959198	0.007440138983306897
v_phage-rhodococcus-p19sample5	500	150	0.9341680407524109	0.013490839067127622
v_phage-rhodococcus-p19sample5	500	300	0.9953327178955078	0.00324097037471254
v_phage-rhodococcus-p19sample5	500	500	0.9999498724937439	0.00034807804474214004
v_phage-rhodococcus-p19sample5	500	1000	0.9999569654464722	0.0010763652843870384
v_phage-rhodococcus-p19sample6	500	150	0.9767165780067444	0.004535421898402045
v_phage-rhodococcus-p19sample6	500	300	0.9997971057891846	0.0005974658429904856
v_phage-rhodococcus-p19sample6	500	500	0.9995501637458801	0.0013640896348002785
v_phage-rhodococcus-p19sample6	500	1000	0.9998239874839783	0.0020016617569302815
v_phage-rhodococcus-p19sample7	500	150	0.6606709957122803	0.10390367225594306
v_phage-rhodococcus-p19sample7	500	300	0.9707292318344116	0.010838932227082113
v_phage-rhodococcus-p19sample7	500	500	0.999959409236908	0.00026341041223729514
v_phage-rhodococcus-p19sample7	500	1000	1.0	0.0
v_phage-rhodococcus-p19sample8	500	150	0.930189847946167	0.014391729822862355
v_phage-rhodococcus-p19sample8	500	300	0.9922098517417908	0.004497903233079316
v_phage-rhodococcus-p19sample8	500	500	0.9993685483932495	0.0016839451353741369
v_phage-rhodococcus-p19sample8	500	1000	0.9979192614555359	0.0046453659641966915
v_phage-rhodococcus-p19sample9	500	150	0.7925304174423218	0.05232204592290628
v_phage-rhodococcus-p19sample9	500	300	0.9980222582817078	0.0018600351715741534
v_phage-rhodococcus-p19sample9	500	500	0.9999784827232361	0.00017874277973245028
v_phage-rhodococcus-p19sample9	500	1000	0.9999822378158569	0.0008308784651408716
v_phage-rhodococcus-p19sample10	500	150	0.5189677476882935	0.1876696208376032
v_phage-rhodococcus-p19sample10	500	300	0.9432915449142456	0.016509221265274834
v_phage-rhodococcus-p19sample10	500	500	0.9999071955680847	0.0005268208244745903
v_phage-rhodococcus-p19sample10	500	1000	0.9999544620513916	0.0010952488858675126
v_phage-rhodococcus-p19sample11	500	150	0.4435337781906128	0.2547606445873357
v_phage-rhodococcus-p19sample11	500	300	0.38818392157554626	0.2121680119042251
v_phage-rhodococcus-p19sample11	500	500	0.881470799446106	0.03327437957440403
v_phage-rhodococcus-p19sample11	500	1000	0.10310369729995728	0.18802401994108317
v_phage-rhodococcus-p19sample12	500	150	0.5880742073059082	0.14171856172790848
v_phage-rhodococcus-p19sample12	500	300	0.8837587237358093	0.027635613473418405
v_phage-rhodococcus-p19sample12	500	500	0.9988132119178772	0.0024459538279177407
v_phage-rhodococcus-p19sample12	500	1000	0.9998863935470581	0.0017561749376841151
v_phage-rhodococcus-p19sample13	500	150	0.8067582845687866	0.04770779608337744
v_phage-rhodococcus-p19sample13	500	300	0.9937009811401367	0.003906073860305722
v_phage-rhodococcus-p19sample13	500	500	0.9999985098838806	7.526011778208433e-05
v_phage-rhodococcus-p19sample13	500	1000	1.0	0.0
v_phage-rhodococcus-p19sample14	500	150	0.8855934143066406	0.025543068208691344
v_phage-rhodococcus-p19sample14	500	300	0.9863995313644409	0.006555214862244668
v_phage-rhodococcus-p19sample14	500	500	0.9999990463256836	5.644508833656325e-05
v_phage-rhodococcus-p19sample14	500	1000	0.9813418388366699	0.00910189591358864
v_phage-rhodococcus-p19sample15	500	150	0.8525728583335876	0.03442528800351347
v_phage-rhodococcus-p19sample15	500	300	0.9999681115150452	0.0001916399873743067
v_phage-rhodococcus-p19sample15	500	500	0.9999825358390808	0.00016933526500968973
v_phage-rhodococcus-p19sample15	500	1000	0.9999978542327881	0.0004720900370118589
v_phage-rhodococcus-p19sample16	500	150	0.7595858573913574	0.06319467123117983
v_phage-rhodococcus-p19sample16	500	300	0.9948314428329468	0.0034100644812192814
v_phage-rhodococcus-p19sample16	500	500	0.993990421295166	0.006096069540348831
v_phage-rhodococcus-p19sample16	500	1000	0.9997524619102478	0.002228264974695974
v_phage-rhodococcus-p19sample17	500	150	0.9176318049430847	0.01722108985259175
v_phage-rhodococcus-p19sample17	500	300	0.9959228038787842	0.0029309645127835143
v_phage-rhodococcus-p19sample17	500	500	0.9998999834060669	0.0005456358539201114
v_phage-rhodococcus-p19sample17	500	1000	1.0	0.0
v_phage-rhodococcus-p19sample18	500	150	0.9735583662986755	0.005149153725746332
v_phage-rhodococcus-p19sample18	500	300	0.9999637603759766	0.0001972764575911981
v_phage-rhodococcus-p19sample18	500	500	0.9999971985816956	9.407514722760542e-05
